transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit
3491,74,1428,2017-12-15,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,812.44
3492,35,1540,2017-12-21,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,36498.0,903.11
3493,0,2281,2017-02-04,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38482.0,110.56
3494,49,235,2017-10-07,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,133.38
3495,11,3118,2017-07-06,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,195.33999999999992
3496,34,3267,2017-09-08,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,35378.0,1069.5500000000002
3497,12,1306,2017-08-16,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,1069.5500000000002
3498,19,1913,2017-07-22,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,34115.0,4.8
3499,62,2197,2017-09-02,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,179.44
3500,54,1905,2017-12-05,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,1279.3999999999999
3501,77,1151,2017-02-10,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,38991.0,1660.88
3502,22,2782,2017-07-13,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,15.080000000000005
3503,33,1743,2017-09-14,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,38750.0,144.26
3504,38,22,2017-07-16,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,751.02
3505,92,2603,2017-12-16,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,1630.25
3506,87,18,2017-07-15,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,471.6
3507,69,367,2017-11-17,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,40553.0,198.22000000000003
3508,77,3185,2017-05-22,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,445.2099999999999
3509,99,2070,2017-09-09,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,33364.0,456.44999999999993
3510,83,1056,2017-04-09,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,1408.91
3511,62,1093,2017-08-13,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,179.44
3512,22,3068,2017-01-14,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,15.080000000000005
3513,99,2280,2017-05-15,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,456.44999999999993
3514,2,3144,2017-07-12,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,17.869999999999997
3515,48,300,2017-02-24,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,812.44
3516,41,1783,2017-01-27,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,41848.0,104.24000000000001
3517,60,893,2017-02-19,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,217.51
3518,58,523,2017-01-01,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42145.0,771.12
3519,90,1289,2017-03-20,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38002.0,72.59999999999997
3520,18,1073,2017-12-13,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,34115.0,143.82
3521,78,882,2017-09-09,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,35455.0,1055.82
3522,3,1360,2017-03-19,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41701.0,1702.5499999999997
3523,26,896,2017-07-12,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,1230.3000000000002
3524,3,2510,2017-04-01,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,36668.0,1702.5499999999997
3525,50,3490,2017-01-01,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,431.33000000000004
3526,17,2859,2017-06-22,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,1305.25
3527,31,3157,2017-04-09,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,33888.0,57.72999999999999
3528,21,3097,2017-01-06,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,40670.0,690.49
3529,3,1825,2017-07-05,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40784.0,1702.5499999999997
3530,31,2537,2017-03-02,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,40336.0,57.72999999999999
3531,77,1837,2017-09-08,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,41533.0,445.2099999999999
3532,51,2874,2017-09-02,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,802.26
3533,68,1131,2017-02-04,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,1592.19
3534,56,3174,2017-12-06,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,45.96000000000001
3535,3,685,2017-07-04,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,1702.5499999999997
3536,0,1691,2017-12-28,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,38991.0,356.5
3537,35,1746,2017-05-17,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.67999999999995
3538,12,91,2017-12-21,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,41345.0,1069.5500000000002
3539,1,1531,2017-11-18,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.67999999999995
3540,62,214,2017-10-06,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,179.44
3541,89,2030,2017-05-05,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,1230.27
3542,16,514,2017-08-29,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,40670.0,182.81000000000017
3543,37,339,2017-08-22,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36146.0,1544.6100000000001
3544,30,2788,2017-07-29,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,299.27
3545,32,745,2017-07-05,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,40336.0,431.33000000000004
3546,12,92,2017-11-16,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,34170.0,1069.5500000000002
3547,78,370,2017-08-05,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,42218.0,1055.82
3548,35,3448,2017-11-11,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.67999999999995
3549,77,2260,2017-07-09,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,1660.88
3550,43,663,2017-10-18,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,39427.0,502.47
3551,86,1656,2017-04-08,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,36367.0,110.56
3552,71,3431,2017-02-07,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,737.1700000000001
3553,28,2190,2017-11-19,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,133.7800000000002
3554,62,2432,2017-11-28,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,179.44
3555,79,162,2017-09-23,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,737.5699999999999
3556,0,2468,2017-12-09,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,167.20999999999998
3557,38,2203,2017-08-04,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573.0,1702.5499999999997
3558,35,2531,2017-12-25,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.67999999999995
3559,63,2521,2017-06-05,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,36334.0,1230.3000000000002
3560,0,1449,2017-04-08,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,57.72999999999999
3561,30,39,2017-09-23,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,299.27
3562,49,1295,2017-08-22,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,133.38
3563,46,1736,2017-11-06,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,1215.34
3564,19,1153,2017-07-03,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,34165.0,4.8
3565,97,1788,2017-03-19,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,41701.0,75.13999999999999
3566,9,2150,2017-09-16,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,41701.0,75.13999999999999
3567,56,1995,2017-08-22,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,36146.0,45.96000000000001
3568,21,2154,2017-08-06,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,1103.43
3569,3,248,2017-06-08,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,1702.5499999999997
3570,80,2697,2017-11-27,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,872.8900000000001
3571,97,1929,2017-11-15,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,50.66
3572,25,243,2017-02-28,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,39915.0,802.26
3573,93,1115,2017-06-03,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,39427.0,583.2700000000001
3574,10,967,2017-10-25,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,37838.0,1103.43
3575,97,2240,2017-05-31,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,41701.0,75.13999999999999
3576,90,1434,2017-01-27,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,437.46
3577,38,1460,2017-10-20,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,42696.0,1702.5499999999997
3578,3,2454,2017-01-14,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33549.0,1702.5499999999997
3579,92,1447,2017-09-24,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,155.6500000000001
3580,66,2915,2017-06-30,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,64.92999999999995
3581,56,3320,2017-05-19,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,75.75
3582,47,3324,2017-11-20,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,39915.0,189.27999999999997
3583,35,1578,2017-11-03,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0,448.67999999999995
3584,41,3141,2017-09-07,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,41064.0,104.24000000000001
3585,91,3030,2017-09-27,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,25.08999999999999
3586,65,2248,2017-05-17,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,1028.76
3587,17,2821,2017-04-13,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,409.8600000000001
3588,89,910,2017-04-02,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,1305.25
3589,85,2586,2017-01-03,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,35667.0,547.28
3590,0,1788,2017-12-01,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38859.0,90.09999999999997
3591,88,2842,2017-03-12,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0,817.36
3592,93,371,2017-03-04,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,834.9399999999999
3593,10,116,2017-11-15,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,42560.0,1103.43
3594,14,2534,2017-01-28,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,40303.0,152.54999999999995
3595,10,2717,2017-03-11,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,1103.43
3596,76,1710,2017-01-03,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,129.01
3597,79,451,2017-03-21,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,1408.91
3598,29,300,2017-01-27,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,135.84999999999997
3599,25,2817,2017-12-15,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,34115.0,709.34
3600,37,3411,2017-04-29,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40336.0,1544.6100000000001
3601,54,2185,2017-07-23,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,1279.3999999999999
3602,1,3202,2017-06-02,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,33549.0,448.67999999999995
3603,64,1133,2017-10-16,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,872.8900000000001
3604,76,650,2017-11-07,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38482.0,128.45999999999992
3605,62,256,2017-01-05,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,42404.0,409.8600000000001
3606,17,3334,2017-09-14,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35160.0,409.8600000000001
3607,0,1614,2017-07-22,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,4.8
3608,71,1844,2017-06-23,0.0,Cancelled,Solex,Standard,high,large,1842.92,1105.75,34996.0,737.1700000000001
3609,31,1120,2017-11-20,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,57.72999999999999
3610,0,758,2017-12-03,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,35667.0,75.48000000000002
3611,17,1438,2017-04-08,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,34244.0,409.8600000000001
3612,25,608,2017-06-13,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,34170.0,802.26
3613,32,562,2017-11-24,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,431.33000000000004
3614,32,2743,2017-05-12,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,41434.0,471.6
3615,2,1223,2017-11-26,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38573.0,17.869999999999997
3616,36,808,2017-05-14,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,41009.0,1215.34
3617,33,2397,2017-10-25,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,38750.0,144.26
3618,32,2755,2017-09-17,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,40618.0,431.33000000000004
3619,42,3258,2017-07-02,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,40672.0,199.0999999999999
3620,54,3015,2017-08-02,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42226.0,1279.3999999999999
3621,91,3035,2017-10-05,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0,128.45999999999992
3622,48,49,2017-08-08,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,812.44
3623,42,2308,2017-02-20,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39427.0,199.0999999999999
3624,0,1074,2017-02-07,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,143.35999999999999
3625,3,2549,2017-06-18,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,1702.5499999999997
3626,30,887,2017-11-21,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,456.44999999999993
3627,51,268,2017-09-05,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,802.26
3628,0,1719,2017-11-25,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37668.0,110.80999999999995
3629,42,514,2017-07-30,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,41848.0,199.0999999999999
3630,26,2684,2017-07-07,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,1230.3000000000002
3631,10,773,2017-08-23,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,38693.0,1103.43
3632,27,2916,2017-06-21,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37698.0,110.80999999999995
3633,4,3291,2017-04-22,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,451.6500000000001
3634,6,784,2017-08-09,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,36361.0,299.27
3635,4,1859,2017-10-15,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,38647.0,1383.6100000000001
3636,37,3186,2017-02-10,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40336.0,1544.6100000000001
3637,22,1495,2017-12-27,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,39880.0,143.82
3638,27,1660,2017-06-19,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,110.80999999999995
3639,81,1037,2017-07-25,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,64.50999999999999
3640,38,2019,2017-06-03,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,1702.5499999999997
3641,17,2184,2017-06-07,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,409.8600000000001
3642,80,1615,2017-11-05,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,41533.0,139.2299999999999
3643,65,2069,2017-03-11,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,34996.0,1028.76
3644,20,506,2017-10-13,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,195.33999999999992
3645,61,2679,2017-05-17,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,64.50999999999999
3646,40,1530,2017-03-20,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,39427.0,583.2700000000001
3647,15,1190,2017-03-10,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,35160.0,209.84000000000003
3648,22,1780,2017-02-05,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,15.080000000000005
3649,0,964,2017-02-25,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,14.229999999999997
3650,0,1165,2017-10-13,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,45.96000000000001
3651,91,2601,2017-11-24,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,25.08999999999999
3652,56,1645,2017-07-15,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,33259.0,45.96000000000001
3653,53,766,2017-06-17,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35707.0,693.76
3654,33,1988,2017-08-17,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,36498.0,144.26
3655,21,3355,2017-08-13,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,690.49
3656,97,1905,2017-06-29,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,50.66
3657,17,2771,2017-05-18,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,38647.0,409.8600000000001
3658,72,759,2017-09-05,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,771.12
3659,74,2561,2017-02-05,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,812.44
3660,85,75,2017-08-21,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,547.28
3661,9,701,2017-04-16,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,41701.0,75.13999999999999
3662,68,1927,2017-09-07,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,37499.0,1592.19
3663,16,2142,2017-02-26,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,182.81000000000017
3664,13,1593,2017-09-13,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,574.6200000000001
3665,50,585,2017-01-31,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,41009.0,43.97
3666,31,3327,2017-11-04,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,57.72999999999999
3667,69,3193,2017-03-17,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,445.2099999999999
3668,15,794,2017-04-12,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,35160.0,209.84000000000003
3669,67,1324,2017-07-09,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,167.20999999999998
3670,9,809,2017-05-09,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,75.13999999999999
3671,91,3007,2017-12-27,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,25.08999999999999
3672,48,2404,2017-03-14,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,812.44
3673,10,3255,2017-01-15,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,1612.25
3674,36,2083,2017-07-10,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,437.46
3675,53,2523,2017-11-06,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42295.0,693.76
3676,89,1783,2017-11-07,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37626.0,1305.25
3677,14,2443,2017-08-25,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,737.1700000000001
3678,0,124,2017-10-09,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37499.0,167.20999999999998
3679,7,2681,2017-05-05,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,42560.0,745.94
3680,81,3449,2017-06-19,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,41064.0,502.47
3681,64,2857,2017-06-22,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,33879.0,872.8900000000001
3682,50,116,2017-07-10,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0,43.97
3683,44,2947,2017-12-02,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,1660.88
3684,29,3232,2017-05-02,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,37337.0,135.84999999999997
3685,4,3054,2017-09-03,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,451.6500000000001
3686,57,2648,2017-08-17,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,1630.25
3687,3,3378,2017-08-13,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,1702.5499999999997
3688,15,8,2017-09-22,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345.0,209.84000000000003
3689,21,542,2017-11-22,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,690.49
3690,51,2799,2017-03-16,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,35707.0,802.26
3691,75,1138,2017-04-05,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,35455.0,1010.02
3692,40,787,2017-06-30,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,36498.0,583.2700000000001
3693,81,1181,2017-05-07,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,64.50999999999999
3694,79,2511,2017-10-14,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,35667.0,737.5699999999999
3695,97,1816,2017-06-19,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,50.66
3696,52,2619,2017-10-15,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,33552.0,957.02
3697,35,2998,2017-05-15,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0,448.67999999999995
3698,18,937,2017-12-15,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,143.82
3699,73,2169,2017-01-06,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,1612.25
3700,95,125,2017-08-27,0.0,Cancelled,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,41.129999999999995
3701,46,3173,2017-07-24,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,35470.0,1215.34
3702,21,1400,2017-11-04,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,34165.0,690.49
3703,40,1561,2017-01-10,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,39427.0,583.2700000000001
3704,15,1056,2017-03-22,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,209.84000000000003
3705,21,1330,2017-10-16,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,690.49
3706,75,2736,2017-01-22,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,41533.0,1010.02
3707,91,994,2017-04-09,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,25.08999999999999
3708,60,1587,2017-09-07,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42145.0,217.51
3709,94,400,2017-06-24,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,641.64
3710,51,2069,2017-01-05,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,802.26
3711,35,3256,2017-05-28,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,903.11
3712,11,606,2017-11-05,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,35378.0,509.97
3713,89,378,2017-01-23,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,1305.25
3714,42,2536,2017-05-30,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,38991.0,199.0999999999999
3715,87,1992,2017-03-24,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,37626.0,471.6
3716,17,477,2017-04-09,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,38693.0,1305.25
3717,76,723,2017-04-08,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,33429.0,128.45999999999992
3718,86,3301,2017-10-22,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,110.56
3719,23,2037,2017-02-12,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,75.75
3720,93,1899,2017-10-15,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,834.9399999999999
3721,90,2266,2017-04-13,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,437.46
3722,76,1504,2017-12-05,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,37873.0,128.45999999999992
3723,67,2865,2017-08-16,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,690.49
3724,62,892,2017-07-10,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,33879.0,179.44
